epoch,step,task_1/learning_curve/train/acc,task_1/learning_curve/train/loss_cls,task_1/learning_curve/val/acc,task_1/learning_curve/val/loss_cls,task_1/train/acc,task_1/train/acc_batch,task_1/train/loss,task_1/train/loss_batch,task_1/train/loss_cls,task_1/train/loss_cls_batch,task_2/learning_curve/train/acc,task_2/learning_curve/train/loss_cls,task_2/learning_curve/val/acc,task_2/learning_curve/val/loss_cls,task_2/train/acc,task_2/train/acc_batch,task_2/train/loss,task_2/train/loss_batch,task_2/train/loss_cls,task_2/train/loss_cls_batch,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch,task_5/learning_curve/train/acc,task_5/learning_curve/train/loss_cls,task_5/learning_curve/val/acc,task_5/learning_curve/val/loss_cls,task_5/train/acc,task_5/train/acc_batch,task_5/train/loss,task_5/train/loss_batch,task_5/train/loss_cls,task_5/train/loss_cls_batch
0,19,,,,,0.27265626192092896,0.4453125,2.205723524093628,1.9246816635131836,2.1546318531036377,1.8730123043060303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,,,,,0.4703125059604645,0.8203125,1.763084053993225,0.7629473805427551,1.7115484476089478,0.7107168436050415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,,,,,0.571484386920929,0.859375,1.4188374280929565,0.5402877330780029,1.3670191764831543,0.4878290295600891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,79,,,,,0.63671875,0.8515625,1.209229826927185,0.5104196667671204,1.1572415828704834,0.4578861892223358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,,,,,0.6807812452316284,0.8828125,1.069251537322998,0.45433345437049866,1.01715087890625,0.40178975462913513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,119,,,,,0.7141926884651184,0.84375,0.9651563763618469,0.42272070050239563,0.9129906892776489,0.37027058005332947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,139,,,,,0.7381696701049805,0.828125,0.8888698220252991,0.5526059865951538,0.836668074131012,0.5002036094665527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,159,,,,,0.7569335699081421,0.90625,0.830323338508606,0.40579190850257874,0.7780963182449341,0.35339248180389404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,179,,,,,0.7723524570465088,0.875,0.7813291549682617,0.39111289381980896,0.7290835976600647,0.33872929215431213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199,,,,,0.7862109541893005,0.90625,0.7377846240997314,0.306435227394104,0.6855301856994629,0.2542100250720978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,219,,,,,0.7966974377632141,0.9765625,0.7041610479354858,0.19389285147190094,0.6519269943237305,0.14197441935539246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,239,,,,,0.8058919310569763,0.890625,0.6749224066734314,0.4135909378528595,0.6227228045463562,0.36188384890556335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,259,,,,,0.8150540590286255,0.9296875,0.646855354309082,0.3223739564418793,0.5946962833404541,0.2707040011882782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,279,,,,,0.8223772048950195,0.875,0.6247838139533997,0.35874584317207336,0.572659432888031,0.30708906054496765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,299,,,,,0.8290104269981384,0.9375,0.6043583154678345,0.2572634220123291,0.5522655844688416,0.2056276947259903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,319,,,,,0.8348633050918579,0.9375,0.5851091146469116,0.2539094388484955,0.5330449938774109,0.20226506888866425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,339,,,,,0.8406020402908325,0.96875,0.5674914717674255,0.1932489424943924,0.5154507160186768,0.14155574142932892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,359,,,,,0.8458333611488342,0.953125,0.5512739419937134,0.288370281457901,0.4992525279521942,0.236672043800354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,379,,,,,0.8501850366592407,0.9375,0.5377453565597534,0.25046202540397644,0.4857415556907654,0.19877952337265015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,399,,,,,0.8538867235183716,0.9140625,0.5252623558044434,0.29879531264305115,0.47327545285224915,0.24713699519634247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,419,,,,,0.8579798936843872,0.9765625,0.5128244757652283,0.16670559346675873,0.4608525335788727,0.11501751095056534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,420,,,0.8929937481880188,0.3263707160949707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,420,0.8581131100654602,0.46029555797576904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,439,,,,,0.9115954041481018,0.9375,0.41893482208251953,0.33271700143814087,0.3674440383911133,0.2807091176509857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,459,,,,,0.9262820482254028,0.9609375,0.33351293206214905,0.19395315647125244,0.28179052472114563,0.14208543300628662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,479,,,,,0.9298199415206909,0.9375,0.30580341815948486,0.24936608970165253,0.2540515661239624,0.19758866727352142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,499,,,,,0.9332476258277893,0.9375,0.28993508219718933,0.26014989614486694,0.23818323016166687,0.20842154324054718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
